"","subjectRef","activity","domain","system","device","jerk","magnitude","axis","stats","average"
"2499",7,"SITTING","time","Body","gyroscope","TRUE","TRUE","FALSE","mean",-0.981665122291667
"2500",7,"SITTING","time","Body","gyroscope","TRUE","TRUE","FALSE","standardDeviation",-0.976214430208333
"2501",7,"SITTING","time","gravity","accelerometer","FALSE","FALSE","X","mean",0.969147824375
"2502",7,"SITTING","time","gravity","accelerometer","FALSE","FALSE","X","standardDeviation",-0.957082433333333
"2503",7,"SITTING","time","gravity","accelerometer","FALSE","FALSE","Y","mean",0.00608846646041667
"2504",7,"SITTING","time","gravity","accelerometer","FALSE","FALSE","Y","standardDeviation",-0.945436264583333
"2505",7,"SITTING","time","gravity","accelerometer","FALSE","FALSE","Z","mean",0.0649636250354167
"2506",7,"SITTING","time","gravity","accelerometer","FALSE","FALSE","Z","standardDeviation",-0.868602535416667
"2507",7,"SITTING","time","gravity","accelerometer","FALSE","TRUE","FALSE","mean",-0.918432107083333
"2508",7,"SITTING","time","gravity","accelerometer","FALSE","TRUE","FALSE","standardDeviation",-0.881957619770833
"2509",7,"STANDING","frequency","Body","accelerometer","FALSE","FALSE","X","mean",-0.976681834339623
"2510",7,"STANDING","frequency","Body","accelerometer","FALSE","FALSE","X","standardDeviation",-0.980541336037736
"2511",7,"STANDING","frequency","Body","accelerometer","FALSE","FALSE","Y","mean",-0.941883783773585
"2512",7,"STANDING","frequency","Body","accelerometer","FALSE","FALSE","Y","standardDeviation",-0.919118753018868
"2513",7,"STANDING","frequency","Body","accelerometer","FALSE","FALSE","Z","mean",-0.938550519811321
"2514",7,"STANDING","frequency","Body","accelerometer","FALSE","FALSE","Z","standardDeviation",-0.912358813773585
"2515",7,"STANDING","frequency","Body","accelerometer","FALSE","TRUE","FALSE","mean",-0.945611450377358
"2516",7,"STANDING","frequency","Body","accelerometer","FALSE","TRUE","FALSE","standardDeviation",-0.93728796509434
"2517",7,"STANDING","frequency","Body","accelerometer","TRUE","FALSE","X","mean",-0.976323086226415
"2518",7,"STANDING","frequency","Body","accelerometer","TRUE","FALSE","X","standardDeviation",-0.978729082830189
"2519",7,"STANDING","frequency","Body","accelerometer","TRUE","FALSE","Y","mean",-0.967165093018868
"2520",7,"STANDING","frequency","Body","accelerometer","TRUE","FALSE","Y","standardDeviation",-0.966850290188679
"2521",7,"STANDING","frequency","Body","accelerometer","TRUE","FALSE","Z","mean",-0.968229643018868
"2522",7,"STANDING","frequency","Body","accelerometer","TRUE","FALSE","Z","standardDeviation",-0.974533710754717
"2523",7,"STANDING","frequency","Body","accelerometer","TRUE","TRUE","FALSE","mean",-0.967417888301887
"2524",7,"STANDING","frequency","Body","accelerometer","TRUE","TRUE","FALSE","standardDeviation",-0.969092161886792
"2525",7,"STANDING","frequency","Body","gyroscope","FALSE","FALSE","X","mean",-0.938121637735849
"2526",7,"STANDING","frequency","Body","gyroscope","FALSE","FALSE","X","standardDeviation",-0.947891986226415
"2527",7,"STANDING","frequency","Body","gyroscope","FALSE","FALSE","Y","mean",-0.957548671320755
"2528",7,"STANDING","frequency","Body","gyroscope","FALSE","FALSE","Y","standardDeviation",-0.945818157735849
"2529",7,"STANDING","frequency","Body","gyroscope","FALSE","FALSE","Z","mean",-0.957165056226415
"2530",7,"STANDING","frequency","Body","gyroscope","FALSE","FALSE","Z","standardDeviation",-0.954339406415094
"2531",7,"STANDING","frequency","Body","gyroscope","FALSE","TRUE","FALSE","mean",-0.93870498490566
"2532",7,"STANDING","frequency","Body","gyroscope","FALSE","TRUE","FALSE","standardDeviation",-0.919848139056604
"2533",7,"STANDING","frequency","Body","gyroscope","TRUE","TRUE","FALSE","mean",-0.973671168679245
"2534",7,"STANDING","frequency","Body","gyroscope","TRUE","TRUE","FALSE","standardDeviation",-0.971899418301887
"2535",7,"STANDING","time","Body","accelerometer","FALSE","FALSE","X","mean",0.282723539433962
"2536",7,"STANDING","time","Body","accelerometer","FALSE","FALSE","X","standardDeviation",-0.979307570377358
"2537",7,"STANDING","time","Body","accelerometer","FALSE","FALSE","Y","mean",-0.0145740341037736
"2538",7,"STANDING","time","Body","accelerometer","FALSE","FALSE","Y","standardDeviation",-0.923400921886792
"2539",7,"STANDING","time","Body","accelerometer","FALSE","FALSE","Z","mean",-0.0997778303207547
"2540",7,"STANDING","time","Body","accelerometer","FALSE","FALSE","Z","standardDeviation",-0.917064168490566
"2541",7,"STANDING","time","Body","accelerometer","FALSE","TRUE","FALSE","mean",-0.942724659245283
"2542",7,"STANDING","time","Body","accelerometer","FALSE","TRUE","FALSE","standardDeviation",-0.933590156792453
"2543",7,"STANDING","time","Body","accelerometer","TRUE","FALSE","X","mean",0.0751915112830189
"2544",7,"STANDING","time","Body","accelerometer","TRUE","FALSE","X","standardDeviation",-0.976403544716981
"2545",7,"STANDING","time","Body","accelerometer","TRUE","FALSE","Y","mean",0.00694700354075472
"2546",7,"STANDING","time","Body","accelerometer","TRUE","FALSE","Y","standardDeviation",-0.965810609622642
"2547",7,"STANDING","time","Body","accelerometer","TRUE","FALSE","Z","mean",-0.0108420294035849
"2548",7,"STANDING","time","Body","accelerometer","TRUE","FALSE","Z","standardDeviation",-0.972060053207547
"2549",7,"STANDING","time","Body","accelerometer","TRUE","TRUE","FALSE","mean",-0.973381306226415
"2550",7,"STANDING","time","Body","accelerometer","TRUE","TRUE","FALSE","standardDeviation",-0.968566356037736
"2551",7,"STANDING","time","Body","gyroscope","FALSE","FALSE","X","mean",-0.0291582212545283
"2552",7,"STANDING","time","Body","gyroscope","FALSE","FALSE","X","standardDeviation",-0.945247687358491
"2553",7,"STANDING","time","Body","gyroscope","FALSE","FALSE","Y","mean",-0.0774336443396226
"2554",7,"STANDING","time","Body","gyroscope","FALSE","FALSE","Y","standardDeviation",-0.949646946792453
"2555",7,"STANDING","time","Body","gyroscope","FALSE","FALSE","Z","mean",0.0851045000566038
"2556",7,"STANDING","time","Body","gyroscope","FALSE","FALSE","Z","standardDeviation",-0.951630777358491
"2557",7,"STANDING","time","Body","gyroscope","FALSE","TRUE","FALSE","mean",-0.943425564528302
"2558",7,"STANDING","time","Body","gyroscope","FALSE","TRUE","FALSE","standardDeviation",-0.918438958867924
"2559",7,"STANDING","time","Body","gyroscope","TRUE","FALSE","X","mean",-0.0901539662169811
"2560",7,"STANDING","time","Body","gyroscope","TRUE","FALSE","X","standardDeviation",-0.96598339754717
"2561",7,"STANDING","time","Body","gyroscope","TRUE","FALSE","Y","mean",-0.0412797611886792
"2562",7,"STANDING","time","Body","gyroscope","TRUE","FALSE","Y","standardDeviation",-0.976837757358491
"2563",7,"STANDING","time","Body","gyroscope","TRUE","FALSE","Z","mean",-0.0545390015471698
"2564",7,"STANDING","time","Body","gyroscope","TRUE","FALSE","Z","standardDeviation",-0.978166790943396
"2565",7,"STANDING","time","Body","gyroscope","TRUE","TRUE","FALSE","mean",-0.977377083018868
"2566",7,"STANDING","time","Body","gyroscope","TRUE","TRUE","FALSE","standardDeviation",-0.97210793
"2567",7,"STANDING","time","gravity","accelerometer","FALSE","FALSE","X","mean",0.958728687924528
"2568",7,"STANDING","time","gravity","accelerometer","FALSE","FALSE","X","standardDeviation",-0.987917503962264
"2569",7,"STANDING","time","gravity","accelerometer","FALSE","FALSE","Y","mean",-0.117607048924528
"2570",7,"STANDING","time","gravity","accelerometer","FALSE","FALSE","Y","standardDeviation",-0.966162998679245
"2571",7,"STANDING","time","gravity","accelerometer","FALSE","FALSE","Z","mean",-0.0516573721320755
"2572",7,"STANDING","time","gravity","accelerometer","FALSE","FALSE","Z","standardDeviation",-0.939161014716981
"2573",7,"STANDING","time","gravity","accelerometer","FALSE","TRUE","FALSE","mean",-0.942724659245283
"2574",7,"STANDING","time","gravity","accelerometer","FALSE","TRUE","FALSE","standardDeviation",-0.933590156792453
"2575",7,"WALKING","frequency","Body","accelerometer","FALSE","FALSE","X","mean",-0.343048405789474
"2576",7,"WALKING","frequency","Body","accelerometer","FALSE","FALSE","X","standardDeviation",-0.322034908070175
"2577",7,"WALKING","frequency","Body","accelerometer","FALSE","FALSE","Y","mean",-0.0641564202736842
"2578",7,"WALKING","frequency","Body","accelerometer","FALSE","FALSE","Y","standardDeviation",-0.143721823263158
"2579",7,"WALKING","frequency","Body","accelerometer","FALSE","FALSE","Z","mean",0.0385832252345614
"2580",7,"WALKING","frequency","Body","accelerometer","FALSE","FALSE","Z","standardDeviation",0.133316828089298
"2581",7,"WALKING","frequency","Body","accelerometer","FALSE","TRUE","FALSE","mean",-0.151243649578947
"2582",7,"WALKING","frequency","Body","accelerometer","FALSE","TRUE","FALSE","standardDeviation",-0.351706780526316
"2583",7,"WALKING","frequency","Body","accelerometer","TRUE","FALSE","X","mean",-0.383715797719298
"2584",7,"WALKING","frequency","Body","accelerometer","TRUE","FALSE","X","standardDeviation",-0.365314790947368
"2585",7,"WALKING","frequency","Body","accelerometer","TRUE","FALSE","Y","mean",-0.123192887383684
"2586",7,"WALKING","frequency","Body","accelerometer","TRUE","FALSE","Y","standardDeviation",-0.0431917460807018
"2587",7,"WALKING","frequency","Body","accelerometer","TRUE","FALSE","Z","mean",-0.106490372892632
"2588",7,"WALKING","frequency","Body","accelerometer","TRUE","FALSE","Z","standardDeviation",-0.190751539207018
"2589",7,"WALKING","frequency","Body","accelerometer","TRUE","TRUE","FALSE","mean",-0.0384187298547368
"2590",7,"WALKING","frequency","Body","accelerometer","TRUE","TRUE","FALSE","standardDeviation",-0.022138358
"2591",7,"WALKING","frequency","Body","gyroscope","FALSE","FALSE","X","mean",-0.318395104666667
"2592",7,"WALKING","frequency","Body","gyroscope","FALSE","FALSE","X","standardDeviation",-0.563615256666667
"2593",7,"WALKING","frequency","Body","gyroscope","FALSE","FALSE","Y","mean",-0.151966687436842
"2594",7,"WALKING","frequency","Body","gyroscope","FALSE","FALSE","Y","standardDeviation",-0.290859379017544
"2595",7,"WALKING","frequency","Body","gyroscope","FALSE","FALSE","Z","mean",-0.366733617894737
"2596",7,"WALKING","frequency","Body","gyroscope","FALSE","FALSE","Z","standardDeviation",-0.463270018245614
"2597",7,"WALKING","frequency","Body","gyroscope","FALSE","TRUE","FALSE","mean",-0.192909765467895
"2598",7,"WALKING","frequency","Body","gyroscope","FALSE","TRUE","FALSE","standardDeviation",-0.343894914947368
"2599",7,"WALKING","frequency","Body","gyroscope","TRUE","TRUE","FALSE","mean",-0.155339855862632
"2600",7,"WALKING","frequency","Body","gyroscope","TRUE","TRUE","FALSE","standardDeviation",-0.0841663774087719
"2601",7,"WALKING","time","Body","accelerometer","FALSE","FALSE","X","mean",0.275592961754386
"2602",7,"WALKING","time","Body","accelerometer","FALSE","FALSE","X","standardDeviation",-0.327243240701754
"2603",7,"WALKING","time","Body","accelerometer","FALSE","FALSE","Y","mean",-0.018653665345614
"2604",7,"WALKING","time","Body","accelerometer","FALSE","FALSE","Y","standardDeviation",-0.0772618561052631
"2605",7,"WALKING","time","Body","accelerometer","FALSE","FALSE","Z","mean",-0.110912234947368
"2606",7,"WALKING","time","Body","accelerometer","FALSE","FALSE","Z","standardDeviation",0.159631283261403
"2607",7,"WALKING","time","Body","accelerometer","FALSE","TRUE","FALSE","mean",-0.0978090439438596
"2608",7,"WALKING","time","Body","accelerometer","FALSE","TRUE","FALSE","standardDeviation",-0.198554708385965
"2609",7,"WALKING","time","Body","accelerometer","TRUE","FALSE","X","mean",0.0901462649192983
"2610",7,"WALKING","time","Body","accelerometer","TRUE","FALSE","X","standardDeviation",-0.346026226140351
"2611",7,"WALKING","time","Body","accelerometer","TRUE","FALSE","Y","mean",0.0184322723280702
"2612",7,"WALKING","time","Body","accelerometer","TRUE","FALSE","Y","standardDeviation",-0.0547448948245614
"2613",7,"WALKING","time","Body","accelerometer","TRUE","FALSE","Z","mean",-0.0210398551649123
"2614",7,"WALKING","time","Body","accelerometer","TRUE","FALSE","Z","standardDeviation",-0.149488514397895
"2615",7,"WALKING","time","Body","accelerometer","TRUE","TRUE","FALSE","mean",-0.192948900438596
"2616",7,"WALKING","time","Body","accelerometer","TRUE","TRUE","FALSE","standardDeviation",-0.027557329277193
"2617",7,"WALKING","time","Body","gyroscope","FALSE","FALSE","X","mean",0.00228835208526316
"2618",7,"WALKING","time","Body","gyroscope","FALSE","FALSE","X","standardDeviation",-0.503313517017544
"2619",7,"WALKING","time","Body","gyroscope","FALSE","FALSE","Y","mean",-0.0837113724842105
"2620",7,"WALKING","time","Body","gyroscope","FALSE","FALSE","Y","standardDeviation",-0.23109830545614
"2621",7,"WALKING","time","Body","gyroscope","FALSE","FALSE","Z","mean",0.0641104602035088
"2622",7,"WALKING","time","Body","gyroscope","FALSE","FALSE","Z","standardDeviation",-0.396013535263158
"2623",7,"WALKING","time","Body","gyroscope","FALSE","TRUE","FALSE","mean",-0.305959351403509
"2624",7,"WALKING","time","Body","gyroscope","FALSE","TRUE","FALSE","standardDeviation",-0.19828316695614
"2625",7,"WALKING","time","Body","gyroscope","TRUE","FALSE","X","mean",-0.123654199751333
"2626",7,"WALKING","time","Body","gyroscope","TRUE","FALSE","X","standardDeviation",-0.21166729682807
"2627",7,"WALKING","time","Body","gyroscope","TRUE","FALSE","Y","mean",-0.0447766029745614
"2628",7,"WALKING","time","Body","gyroscope","TRUE","FALSE","Y","standardDeviation",-0.174136410738596
"2629",7,"WALKING","time","Body","gyroscope","TRUE","FALSE","Z","mean",-0.0495713093294737
"2630",7,"WALKING","time","Body","gyroscope","TRUE","FALSE","Z","standardDeviation",-0.458302971403509
"2631",7,"WALKING","time","Body","gyroscope","TRUE","TRUE","FALSE","mean",-0.300022779964912
"2632",7,"WALKING","time","Body","gyroscope","TRUE","TRUE","FALSE","standardDeviation",-0.0953401161070176
"2633",7,"WALKING","time","gravity","accelerometer","FALSE","FALSE","X","mean",0.932566472280702
"2634",7,"WALKING","time","gravity","accelerometer","FALSE","FALSE","X","standardDeviation",-0.979851271403509
"2635",7,"WALKING","time","gravity","accelerometer","FALSE","FALSE","Y","mean",-0.159097003684211
"2636",7,"WALKING","time","gravity","accelerometer","FALSE","FALSE","Y","standardDeviation",-0.969404155087719
"2637",7,"WALKING","time","gravity","accelerometer","FALSE","FALSE","Z","mean",-0.160846924029807
"2638",7,"WALKING","time","gravity","accelerometer","FALSE","FALSE","Z","standardDeviation",-0.952159770526316
"2639",7,"WALKING","time","gravity","accelerometer","FALSE","TRUE","FALSE","mean",-0.0978090439438596
"2640",7,"WALKING","time","gravity","accelerometer","FALSE","TRUE","FALSE","standardDeviation",-0.198554708385965
"2641",7,"WALKING_DOWNSTAIRS","frequency","Body","accelerometer","FALSE","FALSE","X","mean",0.0443428315319149
"2642",7,"WALKING_DOWNSTAIRS","frequency","Body","accelerometer","FALSE","FALSE","X","standardDeviation",0.0730110797851064
"2643",7,"WALKING_DOWNSTAIRS","frequency","Body","accelerometer","FALSE","FALSE","Y","mean",-0.145302311446808
"2644",7,"WALKING_DOWNSTAIRS","frequency","Body","accelerometer","FALSE","FALSE","Y","standardDeviation",-0.190187141297872
"2645",7,"WALKING_DOWNSTAIRS","frequency","Body","accelerometer","FALSE","FALSE","Z","mean",-0.139216222106383
"2646",7,"WALKING_DOWNSTAIRS","frequency","Body","accelerometer","FALSE","FALSE","Z","standardDeviation",-0.100121492529787
"2647",7,"WALKING_DOWNSTAIRS","frequency","Body","accelerometer","FALSE","TRUE","FALSE","mean",0.218911066191489
"2648",7,"WALKING_DOWNSTAIRS","frequency","Body","accelerometer","FALSE","TRUE","FALSE","standardDeviation",0.0214440976893617
"2649",7,"WALKING_DOWNSTAIRS","frequency","Body","accelerometer","TRUE","FALSE","X","mean",-0.0305226686191489
"2650",7,"WALKING_DOWNSTAIRS","frequency","Body","accelerometer","TRUE","FALSE","X","standardDeviation",-0.00426289144680851
"2651",7,"WALKING_DOWNSTAIRS","frequency","Body","accelerometer","TRUE","FALSE","Y","mean",-0.316236510319149
"2652",7,"WALKING_DOWNSTAIRS","frequency","Body","accelerometer","TRUE","FALSE","Y","standardDeviation",-0.324378560319149
"2653",7,"WALKING_DOWNSTAIRS","frequency","Body","accelerometer","TRUE","FALSE","Z","mean",-0.296494902765957
"2654",7,"WALKING_DOWNSTAIRS","frequency","Body","accelerometer","TRUE","FALSE","Z","standardDeviation",-0.397774503468085
"2655",7,"WALKING_DOWNSTAIRS","frequency","Body","accelerometer","TRUE","TRUE","FALSE","mean",0.067389886106383
"2656",7,"WALKING_DOWNSTAIRS","frequency","Body","accelerometer","TRUE","TRUE","FALSE","standardDeviation",0.107856840302128
"2657",7,"WALKING_DOWNSTAIRS","frequency","Body","gyroscope","FALSE","FALSE","X","mean",-0.33930147
"2658",7,"WALKING_DOWNSTAIRS","frequency","Body","gyroscope","FALSE","FALSE","X","standardDeviation",-0.432730974446809
"2659",7,"WALKING_DOWNSTAIRS","frequency","Body","gyroscope","FALSE","FALSE","Y","mean",-0.21444307293617
"2660",7,"WALKING_DOWNSTAIRS","frequency","Body","gyroscope","FALSE","FALSE","Y","standardDeviation",-0.351717743191489
"2661",7,"WALKING_DOWNSTAIRS","frequency","Body","gyroscope","FALSE","FALSE","Z","mean",-0.299600267680851
"2662",7,"WALKING_DOWNSTAIRS","frequency","Body","gyroscope","FALSE","FALSE","Z","standardDeviation",-0.495120053191489
"2663",7,"WALKING_DOWNSTAIRS","frequency","Body","gyroscope","FALSE","TRUE","FALSE","mean",-0.255045057404255
"2664",7,"WALKING_DOWNSTAIRS","frequency","Body","gyroscope","FALSE","TRUE","FALSE","standardDeviation",-0.396909651702128
"2665",7,"WALKING_DOWNSTAIRS","frequency","Body","gyroscope","TRUE","TRUE","FALSE","mean",-0.289096677191489
"2666",7,"WALKING_DOWNSTAIRS","frequency","Body","gyroscope","TRUE","TRUE","FALSE","standardDeviation",-0.353544695678723
"2667",7,"WALKING_DOWNSTAIRS","time","Body","accelerometer","FALSE","FALSE","X","mean",0.28030708
"2668",7,"WALKING_DOWNSTAIRS","time","Body","accelerometer","FALSE","FALSE","X","standardDeviation",0.0660815600978723
"2669",7,"WALKING_DOWNSTAIRS","time","Body","accelerometer","FALSE","FALSE","Y","mean",-0.0166332372978723
"2670",7,"WALKING_DOWNSTAIRS","time","Body","accelerometer","FALSE","FALSE","Y","standardDeviation",-0.138179072734043
"2671",7,"WALKING_DOWNSTAIRS","time","Body","accelerometer","FALSE","FALSE","Z","mean",-0.096938308587234
"2672",7,"WALKING_DOWNSTAIRS","time","Body","accelerometer","FALSE","FALSE","Z","standardDeviation",-0.0636402447755319
"2673",7,"WALKING_DOWNSTAIRS","time","Body","accelerometer","FALSE","TRUE","FALSE","mean",0.0198795285851064
"2674",7,"WALKING_DOWNSTAIRS","time","Body","accelerometer","FALSE","TRUE","FALSE","standardDeviation",0.214544028088723
"2675",7,"WALKING_DOWNSTAIRS","time","Body","accelerometer","TRUE","FALSE","X","mean",0.0968926184638298
"2676",7,"WALKING_DOWNSTAIRS","time","Body","accelerometer","TRUE","FALSE","X","standardDeviation",0.0285033927287234
"2677",7,"WALKING_DOWNSTAIRS","time","Body","accelerometer","TRUE","FALSE","Y","mean",-0.0191061075170213
"2678",7,"WALKING_DOWNSTAIRS","time","Body","accelerometer","TRUE","FALSE","Y","standardDeviation",-0.296279674759574
"2679",7,"WALKING_DOWNSTAIRS","time","Body","accelerometer","TRUE","FALSE","Z","mean",-0.0160390392510638
"2680",7,"WALKING_DOWNSTAIRS","time","Body","accelerometer","TRUE","FALSE","Z","standardDeviation",-0.347107758021277
"2681",7,"WALKING_DOWNSTAIRS","time","Body","accelerometer","TRUE","TRUE","FALSE","mean",-0.170319619372979
"2682",7,"WALKING_DOWNSTAIRS","time","Body","accelerometer","TRUE","TRUE","FALSE","standardDeviation",0.0901836280510638
"2683",7,"WALKING_DOWNSTAIRS","time","Body","gyroscope","FALSE","FALSE","X","mean",-0.105409612961702
"2684",7,"WALKING_DOWNSTAIRS","time","Body","gyroscope","FALSE","FALSE","X","standardDeviation",-0.407744096
"2685",7,"WALKING_DOWNSTAIRS","time","Body","gyroscope","FALSE","FALSE","Y","mean",-0.049717460606383
"2686",7,"WALKING_DOWNSTAIRS","time","Body","gyroscope","FALSE","FALSE","Y","standardDeviation",-0.29262613606383
"2687",7,"WALKING_DOWNSTAIRS","time","Body","gyroscope","FALSE","FALSE","Z","mean",0.116894769042766
"2688",7,"WALKING_DOWNSTAIRS","time","Body","gyroscope","FALSE","FALSE","Z","standardDeviation",-0.401051415531915
"2689",7,"WALKING_DOWNSTAIRS","time","Body","gyroscope","FALSE","TRUE","FALSE","mean",-0.18874081887234
"2690",7,"WALKING_DOWNSTAIRS","time","Body","gyroscope","FALSE","TRUE","FALSE","standardDeviation",-0.259751603446809
"2691",7,"WALKING_DOWNSTAIRS","time","Body","gyroscope","TRUE","FALSE","X","mean",-0.0597273512680851
"2692",7,"WALKING_DOWNSTAIRS","time","Body","gyroscope","TRUE","FALSE","X","standardDeviation",-0.510731018297872
"2693",7,"WALKING_DOWNSTAIRS","time","Body","gyroscope","TRUE","FALSE","Y","mean",-0.0381904275744681
"2694",7,"WALKING_DOWNSTAIRS","time","Body","gyroscope","TRUE","FALSE","Y","standardDeviation",-0.299520205208511
"2695",7,"WALKING_DOWNSTAIRS","time","Body","gyroscope","TRUE","FALSE","Z","mean",-0.0789469342553192
"2696",7,"WALKING_DOWNSTAIRS","time","Body","gyroscope","TRUE","FALSE","Z","standardDeviation",-0.425200371553192
"2697",7,"WALKING_DOWNSTAIRS","time","Body","gyroscope","TRUE","TRUE","FALSE","mean",-0.399229959148936
"2698",7,"WALKING_DOWNSTAIRS","time","Body","gyroscope","TRUE","TRUE","FALSE","standardDeviation",-0.29477867693617
"2699",7,"WALKING_DOWNSTAIRS","time","gravity","accelerometer","FALSE","FALSE","X","mean",0.930623632765957
"2700",7,"WALKING_DOWNSTAIRS","time","gravity","accelerometer","FALSE","FALSE","X","standardDeviation",-0.964875962978723
"2701",7,"WALKING_DOWNSTAIRS","time","gravity","accelerometer","FALSE","FALSE","Y","mean",-0.12987167306383
"2702",7,"WALKING_DOWNSTAIRS","time","gravity","accelerometer","FALSE","FALSE","Y","standardDeviation",-0.952678693617021
"2703",7,"WALKING_DOWNSTAIRS","time","gravity","accelerometer","FALSE","FALSE","Z","mean",-0.154935538544681
"2704",7,"WALKING_DOWNSTAIRS","time","gravity","accelerometer","FALSE","FALSE","Z","standardDeviation",-0.92875646893617
"2705",7,"WALKING_DOWNSTAIRS","time","gravity","accelerometer","FALSE","TRUE","FALSE","mean",0.0198795285851064
"2706",7,"WALKING_DOWNSTAIRS","time","gravity","accelerometer","FALSE","TRUE","FALSE","standardDeviation",0.214544028088723
"2707",7,"WALKING_UPSTAIRS","frequency","Body","accelerometer","FALSE","FALSE","X","mean",-0.336199426470588
"2708",7,"WALKING_UPSTAIRS","frequency","Body","accelerometer","FALSE","FALSE","X","standardDeviation",-0.279870086215686
"2709",7,"WALKING_UPSTAIRS","frequency","Body","accelerometer","FALSE","FALSE","Y","mean",-0.381590523137255
"2710",7,"WALKING_UPSTAIRS","frequency","Body","accelerometer","FALSE","FALSE","Y","standardDeviation",-0.341025552941176
"2711",7,"WALKING_UPSTAIRS","frequency","Body","accelerometer","FALSE","FALSE","Z","mean",-0.317461021372549
"2712",7,"WALKING_UPSTAIRS","frequency","Body","accelerometer","FALSE","FALSE","Z","standardDeviation",-0.124912269443137
"2713",7,"WALKING_UPSTAIRS","frequency","Body","accelerometer","FALSE","TRUE","FALSE","mean",-0.378618761568627
"2714",7,"WALKING_UPSTAIRS","frequency","Body","accelerometer","FALSE","TRUE","FALSE","standardDeviation",-0.415307106666667
"2715",7,"WALKING_UPSTAIRS","frequency","Body","accelerometer","TRUE","FALSE","X","mean",-0.454647881960784
"2716",7,"WALKING_UPSTAIRS","frequency","Body","accelerometer","TRUE","FALSE","X","standardDeviation",-0.426974025686275
"2717",7,"WALKING_UPSTAIRS","frequency","Body","accelerometer","TRUE","FALSE","Y","mean",-0.53707567
"2718",7,"WALKING_UPSTAIRS","frequency","Body","accelerometer","TRUE","FALSE","Y","standardDeviation",-0.53419130254902
"2719",7,"WALKING_UPSTAIRS","frequency","Body","accelerometer","TRUE","FALSE","Z","mean",-0.581764526862745
"2720",7,"WALKING_UPSTAIRS","frequency","Body","accelerometer","TRUE","FALSE","Z","standardDeviation",-0.631919608823529
"2721",7,"WALKING_UPSTAIRS","frequency","Body","accelerometer","TRUE","TRUE","FALSE","mean",-0.45478324745098
"2722",7,"WALKING_UPSTAIRS","frequency","Body","accelerometer","TRUE","TRUE","FALSE","standardDeviation",-0.497441363137255
"2723",7,"WALKING_UPSTAIRS","frequency","Body","gyroscope","FALSE","FALSE","X","mean",-0.383889342745098
"2724",7,"WALKING_UPSTAIRS","frequency","Body","gyroscope","FALSE","FALSE","X","standardDeviation",-0.368636961470588
"2725",7,"WALKING_UPSTAIRS","frequency","Body","gyroscope","FALSE","FALSE","Y","mean",-0.567920266470588
"2726",7,"WALKING_UPSTAIRS","frequency","Body","gyroscope","FALSE","FALSE","Y","standardDeviation",-0.579964614705882
"2727",7,"WALKING_UPSTAIRS","frequency","Body","gyroscope","FALSE","FALSE","Z","mean",-0.408150266666667
"2728",7,"WALKING_UPSTAIRS","frequency","Body","gyroscope","FALSE","FALSE","Z","standardDeviation",-0.393062890647059
"2729",7,"WALKING_UPSTAIRS","frequency","Body","gyroscope","FALSE","TRUE","FALSE","mean",-0.533982945882353
"2730",7,"WALKING_UPSTAIRS","frequency","Body","gyroscope","FALSE","TRUE","FALSE","standardDeviation",-0.444994481882353
"2731",7,"WALKING_UPSTAIRS","frequency","Body","gyroscope","TRUE","TRUE","FALSE","mean",-0.673327281960784
"2732",7,"WALKING_UPSTAIRS","frequency","Body","gyroscope","TRUE","TRUE","FALSE","standardDeviation",-0.704090967843137
"2733",7,"WALKING_UPSTAIRS","time","Body","accelerometer","FALSE","FALSE","X","mean",0.248706923078431
"2734",7,"WALKING_UPSTAIRS","time","Body","accelerometer","FALSE","FALSE","X","standardDeviation",-0.29487297445098
"2735",7,"WALKING_UPSTAIRS","time","Body","accelerometer","FALSE","FALSE","Y","mean",-0.0275639005607843
"2736",7,"WALKING_UPSTAIRS","time","Body","accelerometer","FALSE","FALSE","Y","standardDeviation",-0.32616002254902
"2737",7,"WALKING_UPSTAIRS","time","Body","accelerometer","FALSE","FALSE","Z","mean",-0.143769688803922
"2738",7,"WALKING_UPSTAIRS","time","Body","accelerometer","FALSE","FALSE","Z","standardDeviation",-0.145665025639216
"2739",7,"WALKING_UPSTAIRS","time","Body","accelerometer","FALSE","TRUE","FALSE","mean",-0.198074437978431
"2740",7,"WALKING_UPSTAIRS","time","Body","accelerometer","FALSE","TRUE","FALSE","standardDeviation",-0.33474460745098
"2741",7,"WALKING_UPSTAIRS","time","Body","accelerometer","TRUE","FALSE","X","mean",0.0724649938509804
"2742",7,"WALKING_UPSTAIRS","time","Body","accelerometer","TRUE","FALSE","X","standardDeviation",-0.415153115882353
"2743",7,"WALKING_UPSTAIRS","time","Body","accelerometer","TRUE","FALSE","Y","mean",-0.000812387078431372
"2744",7,"WALKING_UPSTAIRS","time","Body","accelerometer","TRUE","FALSE","Y","standardDeviation",-0.519897595686274
"2745",7,"WALKING_UPSTAIRS","time","Body","accelerometer","TRUE","FALSE","Z","mean",-7.4519666666666e-05
"2746",7,"WALKING_UPSTAIRS","time","Body","accelerometer","TRUE","FALSE","Z","standardDeviation",-0.60780843627451
"2747",7,"WALKING_UPSTAIRS","time","Body","accelerometer","TRUE","TRUE","FALSE","mean",-0.458695232352941
"2748",7,"WALKING_UPSTAIRS","time","Body","accelerometer","TRUE","TRUE","FALSE","standardDeviation",-0.471265710980392
